time,bid,ask,last,volume,time_msc,flags,volume_real,difbidask,thedate
1661973747,0.5983,0.59836,0.0,0,1661973747604,2,0.0,0.05999999999994898,2022-09-01 02:22:27
1661973749,0.59833,0.59836,0.0,0,1661973749649,6,0.0,0.02999999999997449,2022-09-01 02:22:29
1661973751,0.59833,0.59837,0.0,0,1661973751613,4,0.0,0.03999999999992898,2022-09-01 02:22:31
1661973753,0.59829,0.59835,0.0,0,1661973753893,2,0.0,0.060000000000060005,2022-09-01 02:22:33
1661973756,0.5983,0.59837,0.0,0,1661973756087,4,0.0,0.06999999999990347,2022-09-01 02:22:36
1661973757,0.59829,0.59835,0.0,0,1661973757396,6,0.0,0.060000000000060005,2022-09-01 02:22:37
1661973757,0.59829,0.59835,0.0,0,1661973757396,6,0.0,0.060000000000060005,2022-09-01 02:22:37
1661973761,0.59831,0.59836,0.0,0,1661973761944,2,0.0,0.04999999999999449,2022-09-01 02:22:41
1661973763,0.59831,0.59838,0.0,0,1661973763655,4,0.0,0.0700000000000145,2022-09-01 02:22:43
1661973766,0.59826,0.59832,0.0,0,1661973766195,6,0.0,0.05999999999994898,2022-09-01 02:22:46
1661973768,0.59827,0.59834,0.0,0,1661973768068,2,0.0,0.0700000000000145,2022-09-01 02:22:48
1661973769,0.59829,0.59834,0.0,0,1661973769911,4,0.0,0.04999999999999449,2022-09-01 02:22:49
1661973772,0.59833,0.59839,0.0,0,1661973772079,6,0.0,0.05999999999994898,2022-09-01 02:22:52
1661973773,0.59832,0.59838,0.0,0,1661973773481,2,0.0,0.060000000000060005,2022-09-01 02:22:53
1661973775,0.59833,0.59838,0.0,0,1661973775340,6,0.0,0.04999999999999449,2022-09-01 02:22:55
1661973778,0.59833,0.59838,0.0,0,1661973778140,2,0.0,0.04999999999999449,2022-09-01 02:22:58
1661973780,0.59834,0.59839,0.0,0,1661973780203,2,0.0,0.04999999999999449,2022-09-01 02:23:00
1661973781,0.59835,0.59838,0.0,0,1661973781881,2,0.0,0.02999999999997449,2022-09-01 02:23:01
1661973784,0.59832,0.59837,0.0,0,1661973784117,4,0.0,0.04999999999999449,2022-09-01 02:23:04
1661973785,0.5983,0.59836,0.0,0,1661973785656,2,0.0,0.05999999999994898,2022-09-01 02:23:05
1661973785,0.5983,0.59836,0.0,0,1661973785656,2,0.0,0.05999999999994898,2022-09-01 02:23:05
1661973785,0.5983,0.59836,0.0,0,1661973785656,2,0.0,0.05999999999994898,2022-09-01 02:23:05
1661973792,0.59828,0.59831,0.0,0,1661973792303,2,0.0,0.02999999999997449,2022-09-01 02:23:12
1661973793,0.59828,0.59832,0.0,0,1661973793760,6,0.0,0.03999999999992898,2022-09-01 02:23:13
1661973796,0.59828,0.59829,0.0,0,1661973796209,2,0.0,0.00999999999995449,2022-09-01 02:23:16
1661973798,0.59824,0.59827,0.0,0,1661973798320,2,0.0,0.02999999999997449,2022-09-01 02:23:18
1661973800,0.59823,0.59828,0.0,0,1661973800207,6,0.0,0.04999999999999449,2022-09-01 02:23:20
1661973801,0.59824,0.59828,0.0,0,1661973801257,2,0.0,0.040000000000040004,2022-09-01 02:23:21
1661973803,0.59827,0.5983,0.0,0,1661973803887,6,0.0,0.030000000000085514,2022-09-01 02:23:23
1661973805,0.59828,0.59832,0.0,0,1661973805904,4,0.0,0.03999999999992898,2022-09-01 02:23:25
1661973808,0.59825,0.59829,0.0,0,1661973808325,6,0.0,0.040000000000040004,2022-09-01 02:23:28
1661973809,0.59826,0.59829,0.0,0,1661973809759,2,0.0,0.02999999999997449,2022-09-01 02:23:29
1661973811,0.59825,0.59829,0.0,0,1661973811458,4,0.0,0.040000000000040004,2022-09-01 02:23:31
1661973814,0.59824,0.59829,0.0,0,1661973814296,2,0.0,0.04999999999999449,2022-09-01 02:23:34
1661973815,0.59826,0.5983,0.0,0,1661973815660,6,0.0,0.040000000000040004,2022-09-01 02:23:35
1661973818,0.59823,0.59828,0.0,0,1661973818041,6,0.0,0.04999999999999449,2022-09-01 02:23:38
1661973820,0.59822,0.59826,0.0,0,1661973820260,4,0.0,0.040000000000040004,2022-09-01 02:23:40
1661973822,0.59823,0.59827,0.0,0,1661973822255,6,0.0,0.03999999999992898,2022-09-01 02:23:42
1661973823,0.59822,0.59827,0.0,0,1661973823148,2,0.0,0.04999999999999449,2022-09-01 02:23:43
1661973825,0.59823,0.59828,0.0,0,1661973825183,2,0.0,0.04999999999999449,2022-09-01 02:23:45
1661973828,0.59825,0.59829,0.0,0,1661973828411,6,0.0,0.040000000000040004,2022-09-01 02:23:48
1661973828,0.59826,0.59829,0.0,0,1661973828653,2,0.0,0.02999999999997449,2022-09-01 02:23:48
1661973828,0.59826,0.59829,0.0,0,1661973828653,2,0.0,0.02999999999997449,2022-09-01 02:23:48
1661973828,0.59826,0.59829,0.0,0,1661973828653,2,0.0,0.02999999999997449,2022-09-01 02:23:48
1661973828,0.59826,0.59829,0.0,0,1661973828653,2,0.0,0.02999999999997449,2022-09-01 02:23:48
1661973828,0.59826,0.59829,0.0,0,1661973828653,2,0.0,0.02999999999997449,2022-09-01 02:23:48
1661973840,0.59826,0.59829,0.0,0,1661973840516,4,0.0,0.02999999999997449,2022-09-01 02:24:00
1661973842,0.59827,0.59831,0.0,0,1661973842433,6,0.0,0.040000000000040004,2022-09-01 02:24:02
1661973844,0.59826,0.5983,0.0,0,1661973844546,6,0.0,0.040000000000040004,2022-09-01 02:24:04
1661973846,0.59825,0.5983,0.0,0,1661973846193,4,0.0,0.050000000000105516,2022-09-01 02:24:06
1661973847,0.59826,0.5983,0.0,0,1661973847147,2,0.0,0.040000000000040004,2022-09-01 02:24:07
