AEGISf,SPXf
0.9958,0.9913
1.0018000000000002,0.9811
0.9777000000000001,0.9698999999999999
1.0097000000000003,0.9871
1.0131000000000003,0.9972000000000001
1.0184000000000002,1.0034
1.0477,1.0173
1.0468000000000002,1.0173
1.0369000000000002,1.0162
1.0328000000000002,1.0177
1.0333,1.0146
1.0295,1.012
1.0395,1.0184
1.0425000000000002,1.0177999999999998
1.0036,0.9979999999999998
1.0169000000000001,0.9970999999999998
1.0018000000000002,0.9929999999999998
1.0017000000000003,0.9915999999999998
1.0176000000000003,1.0007
1.0176000000000003,1.0034999999999998
0.9978000000000002,0.9891999999999999
1.0026000000000002,0.9899999999999999
0.9775,0.9718
0.9844999999999999,0.9718
0.9653999999999999,0.9623999999999999
0.9472999999999999,0.9518000000000001
0.9159999999999998,0.9338
0.9293,0.9364
0.9234999999999999,0.925
0.9237000000000001,0.9236000000000001
0.9229000000000002,0.9186000000000001
0.9419000000000001,0.9410000000000001
0.9624,0.9588
0.9803000000000001,0.9653000000000002
0.9871000000000001,0.9744
0.9524000000000001,0.9506000000000001
0.9568000000000002,0.9556000000000001
0.9579000000000002,0.9520000000000001
0.9681000000000001,0.9600000000000001
0.9959000000000001,0.9740000000000001
0.9829000000000001,0.9563
0.9706000000000001,0.9381999999999999
0.9597000000000001,0.9346
0.9766,0.9493000000000001
0.9860000000000001,0.9501000000000002
0.9589000000000002,0.9300000000000002
0.9541000000000002,0.9234000000000002
0.9342000000000003,0.9140000000000003
0.9322000000000003,0.9140000000000003
0.9134000000000002,0.8972000000000002
0.9489000000000003,0.9106000000000002
0.9768000000000003,0.9310000000000002
0.9931000000000003,0.9287000000000002
0.9889000000000003,0.9143000000000002
1.0054000000000003,0.9313
0.9992000000000002,0.9265000000000001
1.0132,0.9191
1.0220000000000002,0.8920000000000001
1.0182000000000002,0.8855000000000001
1.0030000000000003,0.9083000000000001
1.0129000000000006,0.9044000000000001
1.0170000000000006,0.8927
1.0033000000000005,0.886
1.0023000000000006,0.905
1.0010000000000006,0.9253000000000001
1.0075000000000007,0.9367000000000002
1.0123000000000009,0.9476000000000002
1.0289000000000008,0.9472000000000002
1.0283000000000009,0.9579000000000003
1.031800000000001,0.9461000000000002
1.0368000000000008,0.9597000000000002
1.040000000000001,0.9646000000000002
1.036800000000001,0.9715000000000004
1.0262000000000011,0.9834000000000003
