AEGISf,SPXf
1.018700000000001,0.9772000000000003
1.021200000000001,0.9619000000000003
1.023700000000001,0.9652000000000003
1.0343000000000009,0.9730000000000002
1.0319000000000007,0.9608000000000002
1.0308000000000006,0.9515000000000002
1.0422000000000005,0.9555000000000002
1.0490000000000006,0.9530000000000002
1.0410000000000006,0.9369000000000002
1.0527000000000006,0.9337000000000002
1.0523000000000007,0.9441
1.0578000000000005,0.9326000000000001
1.0639000000000005,0.9325
1.0671000000000004,0.9325
1.0667000000000004,0.9473999999999999
1.0651000000000004,0.9468000000000001
1.0490000000000004,0.9329000000000001
1.0398000000000005,0.907
1.0414000000000003,0.9122
1.0432000000000003,0.8865000000000001
1.0590000000000006,0.8884000000000001
1.0783000000000007,0.9103
1.0598000000000007,0.8773000000000001
1.0656000000000008,0.8823
1.0754000000000008,0.8865000000000001
1.0805000000000007,0.9129999999999999
1.0760000000000007,0.8805
1.0779000000000007,0.8755
1.0395000000000008,0.8473999999999999
1.0468000000000008,0.8495
1.052000000000001,0.8355
1.064700000000001,0.8344
1.0787000000000013,0.8543999999999999
1.0801000000000012,0.851
1.0800000000000012,0.8682
1.0667000000000013,0.8331000000000001
1.0574000000000012,0.8281999999999999
1.0565000000000013,0.8282999999999999
1.0593000000000015,0.8436999999999999
1.0518000000000014,0.8368999999999998
1.0666000000000013,0.8447999999999998
1.0724000000000011,0.8615999999999997
1.082800000000001,0.8828999999999998
1.0764000000000011,0.8773999999999997
1.080200000000001,0.8773999999999997
1.080900000000001,0.8707999999999998
1.093700000000001,0.8867999999999999
1.083600000000001,0.8723
1.0874000000000008,0.8751
1.1001000000000007,0.8834
1.0935000000000006,0.8738999999999999
1.0782000000000007,0.8530999999999999
1.0763000000000007,0.8281999999999998
1.0607000000000006,0.7960999999999999
1.0726000000000009,0.7930999999999999
1.068500000000001,0.8046999999999999
1.041300000000001,0.7784999999999999
1.024200000000001,0.7801999999999999
1.038600000000001,0.7992999999999999
1.037400000000001,0.7992999999999999
1.0202000000000009,0.7982999999999999
1.010900000000001,0.8058999999999998
1.0197000000000012,0.8304999999999997
1.026700000000001,0.8280999999999997
1.037300000000001,0.8113999999999998
1.0344000000000009,0.8107999999999997
1.0266000000000008,0.8036999999999997
1.0216000000000007,0.8121999999999997
1.0198000000000007,0.8134999999999997
1.0390000000000008,0.8134999999999997
1.0413000000000008,0.8163999999999998
1.0592000000000008,0.8285999999999998
1.0555000000000008,0.8278999999999999
1.0648000000000009,0.8183999999999999
1.0597000000000008,0.8107999999999999
1.0598000000000007,0.8071999999999998
1.0553000000000008,0.8047999999999998
1.0612000000000008,0.8201999999999998
1.0867000000000007,0.8133999999999999
1.1232000000000006,0.8357999999999999
1.1368000000000007,0.8407999999999999
1.1232000000000006,0.8491
1.1011000000000009,0.8411000000000001
1.143700000000001,0.8422000000000002
1.1250000000000009,0.8325000000000002
1.161800000000001,0.8543000000000003
1.159000000000001,0.8647000000000001
1.1785000000000008,0.8769000000000002
1.197000000000001,0.8745000000000003
1.196646663006331,0.8686737228155962
1.1760214675047311,0.8822584609445373
1.140430836166631,0.8815726418736333
1.1591837602470614,0.8801394286449623
1.1725246752032112,0.8790501865911723
1.1769992898723713,0.8753153390811993
1.1989101818446313,0.8939513576116334
1.2382614975725814,0.8933207437910182
1.2552671361591814,0.9087952001029472
1.2283374076184614,0.9124026508814824
1.2262961682552214,0.9141140136404584
1.2340084219405212,0.9074978767211433
1.2741050625172112,0.9095574572127143
1.2543771297333912,0.8978242182473304
1.2506946355919413,0.8786106678677134
1.2756570204776612,0.8766445116458632
1.2849425567366013,0.8792009393900402
1.2996204064701313,0.8915902715223262
1.2751018400965815,0.8615543688071031
1.2852873046499516,0.8558108994981342
1.2356527865581517,0.8463729249774802
1.2386844357343216,0.8397567880581651
1.2386844357343216,0.8397567880581651
1.236927177035473,0.8325381270198774
1.236927177035473,0.8333213834961726
1.1843293579933207,0.827457544470936
1.2362053054452598,0.8422335720507741
1.2480099498716575,0.8489441748341677
1.263532956724087,0.8607353601665028
1.276990354676526,0.8718067963044044
1.2326768313306729,0.8335330744357118
1.2382048012441411,0.8374070186292797
1.2297622751551944,0.8240281512504004
1.1963155877426428,0.8221441018885011
1.1911248730866109,0.8267801334644101
1.1855483284702462,0.8177197612521312
