Roll_Max,Max_Daily_Drawdown
-0.042378543476185526,-0.12818554929846315
-0.04333301517609944,-0.12818554929846315
-0.04457382838598789,-0.12818554929846315
-0.0383697623365461,-0.12818554929846315
-0.032957585021015756,-0.12818554929846315
-0.013045563549160089,-0.12818554929846315
-0.013621103117505307,-0.12818554929846315
-0.010263788968824183,-0.12818554929846315
-0.00546762589927996,-0.12818554929846315
-0.002398081534771501,-0.12818554929846315
-0.005467625899279738,-0.12818554929846315
-0.013269230769230589,-0.12818554929846315
-0.020480769230769136,-0.12818554929846315
-0.01807692307692299,-0.12818554929846315
-0.015673076923076845,-0.12818554929846315
-0.0054807692307692335,-0.12818554929846315
-0.007788461538461688,-0.12818554929846315
-0.00884615384615417,-0.12818554929846315
0.0,-0.12818554929846315
0.0,-0.12818554929846315
-0.007626310772163913,-0.12818554929846315
0.0,-0.12818554929846315
-0.0003799753016053842,-0.12818554929846315
0.0,-0.12818554929846315
0.0,-0.12818554929846315
0.0,-0.12818554929846315
-0.00037484771811446826,-0.12818554929846315
-0.0018742385905725634,-0.12818554929846315
-0.016961859244681854,-0.12818554929846315
-0.025583356761315623,-0.12818554929846315
-0.02408396588885775,-0.12818554929846315
-0.02239715115734231,-0.12818554929846315
-0.007590666291818704,-0.12818554929846315
0.0,-0.12818554929846315
-0.01715663544468138,-0.12818554929846315
-0.011777798386348848,-0.12818554929846315
-0.0026894185291661543,-0.12818554929846315
0.0,-0.12818554929846315
-0.004164738546968971,-0.12818554929846315
-0.0024062933826931587,-0.12818554929846315
-0.03794539565016186,-0.12818554929846315
-0.031189264229523173,-0.12818554929846315
-0.026376677464136744,-0.12818554929846315
-0.014622859787135178,-0.12818554929846315
-0.0016658954187870334,-0.12818554929846315
-0.000370198981952341,-0.12818554929846315
-0.00046274872744056506,-0.12818554929846315
-0.01277186487737103,-0.09430180395151266
-0.021378991207773645,-0.06767204352390921
-0.02221193891716733,-0.05612293595494866
-0.01962054604349761,-0.05612293595494866
-0.026561776955112637,-0.04629187744583363
-0.012864414622859144,-0.04629187744583363
-0.007496529384543815,-0.04457382838598789
0.0,-0.04457382838598789
-0.005910602142593202,-0.04457382838598789
-0.0024011821204286132,-0.04457382838598789
-0.0017547100110824054,-0.04457382838598789
0.0,-0.04457382838598789
-0.009234707872359915,-0.04457382838598789
-0.0057602633263236225,-0.04457382838598789
0.0,-0.04457382838598789
-0.005999454595036924,-0.0383697623365461
-0.019907281156258505,-0.03794539565016186
-0.021634396873011608,-0.03794539565016186
-0.03581492591582591,-0.03794539565016186
-0.024997727479319942,-0.03794539565016186
-0.028724661394418538,-0.03794539565016186
-0.05344968639214587,-0.05344968639214587
-0.06899372784292301,-0.06899372784292301
-0.05590400872647905,-0.06899372784292301
-0.0569948186528495,-0.06899372784292301
-0.0726297609308243,-0.0726297609308243
-0.08108353786019418,-0.08108353786019418
-0.07308426506681165,-0.08108353786019418
-0.06672120716298491,-0.08108353786019418
-0.05708571948004704,-0.08108353786019418
-0.059721843468775404,-0.08108353786019418
-0.06681210799018256,-0.08108353786019418
-0.0713571493500591,-0.08108353786019418
-0.07299336423961456,-0.08108353786019418
-0.05554040541768923,-0.08108353786019418
-0.05344968639214609,-0.08108353786019418
-0.03717843832378864,-0.08108353786019418
-0.0405417689300972,-0.08108353786019418
-0.032087992000727095,-0.08108353786019418
-0.036723934187801066,-0.08108353786019418
-0.03663303336060353,-0.08108353786019418
-0.040723570584492275,-0.08108353786019418
-0.035360421779838114,-0.08108353786019418
-0.0121807108444687,-0.08108353786019418
0.0,-0.08108353786019418
0.0,-0.08108353786019418
-0.01196340605207602,-0.08108353786019418
-0.0314039408866994,-0.08108353786019418
0.0,-0.08108353786019418
-0.016350441549357497,-0.08108353786019418
0.0,-0.08108353786019418
-0.0024100533654675127,-0.08108353786019418
0.0,-0.08108353786019418
0.0,-0.08108353786019418
-0.0002951854583708169,-0.08108353786019418
-0.01752592522578933,-0.08108353786019418
-0.04725911765527968,-0.08108353786019418
-0.03159251441348332,-0.08108353786019418
-0.02044722205245586,-0.08108353786019418
-0.01670903101723442,-0.08108353786019418
0.0,-0.08108353786019418
0.0,-0.08108353786019418
0.0,-0.08108353786019418
-0.02145338451472445,-0.08108353786019418
-0.023079523927157286,-0.08108353786019418
-0.016935609645375438,-0.08108353786019418
0.0,-0.08108353786019418
-0.015483756688670636,-0.08108353786019418
-0.018374016094888312,-0.08108353786019418
0.0,-0.08108353786019418
0.0,-0.08108353786019418
0.0,-0.08108353786019418
-0.01886594443383982,-0.08108353786019418
-0.011028683259221461,-0.08108353786019418
-0.0492202335339752,-0.08108353786019418
-0.046887514563822896,-0.08108353786019418
-0.046887514563822896,-0.08108353786019418
-0.04823964684037074,-0.08108353786019418
-0.04823964684037074,-0.08108353786019418
-0.08871132517067037,-0.08871132517067037
-0.04879509486705569,-0.08871132517067037
-0.03971194692044877,-0.08871132517067037
-0.02776768475347402,-0.08871132517067037
-0.017412816604711723,-0.08871132517067037
-0.051510098491976075,-0.08871132517067037
-0.04725657193456945,-0.08871132517067037
-0.053752719615012046,-0.08871132517067037
-0.07948845540835447,-0.08871132517067037
-0.08348247907110251,-0.08871132517067037
-0.08777338169820958,-0.08871132517067037
