Roll_Max,Max_Daily_Drawdown
0.0,0.0
-0.01028951881367901,-0.01028951881367901
-0.021587813981640336,-0.021587813981640336
-0.004236860687985455,-0.021587813981640336
0.0,-0.021587813981640336
0.0,-0.021587813981640336
0.0,-0.021587813981640336
0.0,-0.021587813981640336
-0.0010812936203676848,-0.021587813981640336
0.0,-0.021587813981640336
-0.003046084307752883,-0.021587813981640336
-0.005600864694900287,-0.021587813981640336
0.0,-0.021587813981640336
-0.0005891594658289367,-0.021587813981640336
-0.020031421838177743,-0.021587813981640336
-0.020915161036920815,-0.021587813981640336
-0.02494108405341733,-0.02494108405341733
-0.026315789473684403,-0.026315789473684403
-0.017380204241948194,-0.026315789473684403
-0.014630793401414155,-0.026315789473684403
-0.028672427336999373,-0.028672427336999373
-0.027886881382561013,-0.028672427336999373
-0.04575805184603299,-0.04575805184603299
-0.04575805184603299,-0.04575805184603299
-0.054988216810683443,-0.054988216810683443
-0.06539670070699122,-0.06539670070699122
-0.08307148468185388,-0.08307148468185388
-0.08051846032992926,-0.08307148468185388
-0.09171249018067551,-0.09171249018067551
-0.09308719560094258,-0.09308719560094258
-0.09799685781618217,-0.09799685781618217
-0.07600157109190875,-0.09799685781618217
-0.058523173605655954,-0.09799685781618217
-0.05214061272584425,-0.09799685781618217
-0.04320502749410837,-0.09799685781618217
-0.06657501963864876,-0.09799685781618217
-0.06166535742340917,-0.09799685781618217
-0.06520031421838168,-0.09799685781618217
-0.0573448546739983,-0.09799685781618217
-0.04359780047132744,-0.09799685781618217
-0.060978004713275635,-0.09799685781618217
-0.07875098193244312,-0.09799685781618217
-0.08228593872741552,-0.09799685781618217
-0.06785153181461101,-0.09799685781618217
-0.06706598586017265,-0.09799685781618217
-0.08680282796543581,-0.09799685781618217
-0.09328358208955201,-0.09799685781618217
-0.10251374705420235,-0.10251374705420235
-0.10251374705420235,-0.10251374705420235
-0.11901021209740748,-0.11901021209740748
-0.10585231736056544,-0.11901021209740748
-0.08582089552238792,-0.11901021209740748
-0.08807934014139807,-0.11901021209740748
-0.102219167321288,-0.11901021209740748
-0.08552631578947367,-0.11901021209740748
-0.09023959151610361,-0.11901021209740748
-0.09750589159465828,-0.11901021209740748
-0.1241162608012567,-0.1241162608012567
-0.1304988216810683,-0.1304988216810683
-0.1081107619795757,-0.1304988216810683
-0.11194029850746257,-0.1304988216810683
-0.12342890809112328,-0.1304988216810683
-0.1300078554595443,-0.1304988216810683
-0.11135113904163385,-0.1304988216810683
-0.09141791044776104,-0.1304988216810683
-0.08022388059701469,-0.1304988216810683
-0.06952081696779233,-0.1304988216810683
-0.06991358994501162,-0.1304988216810683
-0.05940691280439869,-0.1304988216810683
-0.07099371563236434,-0.1304988216810683
-0.05763943440691255,-0.1304988216810683
-0.052827965435977786,-0.1304988216810683
-0.04549027313814058,-0.1304988216810683
-0.020029895366217798,-0.1304988216810683
-0.026208271051319953,-0.1304988216810683
-0.0414549078226204,-0.1304988216810683
-0.03816641753861438,-0.1304988216810683
-0.030393622321873037,-0.1304988216810683
-0.04255107125062241,-0.1304988216810683
-0.03888888888888853,-0.1304988216810683
-0.03484848484848446,-0.1304988216810683
-0.030913158429937027,-0.1304988216810683
-0.04728492983526544,-0.1304988216810683
-0.05053894651210089,-0.1304988216810683
-0.03996339231238577,-0.1304988216810683
-0.05165751474476321,-0.1304988216810683
-0.05175920276591439,-0.1304988216810683
-0.05175920276591439,-0.1304988216810683
-0.036607687614399365,-0.1304988216810683
-0.03721781574130589,-0.1304988216810683
-0.05135245068130989,-0.1304988216810683
-0.07768964815944701,-0.1304988216810683
-0.0724018710595894,-0.1304988216810683
-0.09853569249542427,-0.1304988216810683
-0.09660362009355317,-0.1304988216810683
-0.0743339434614605,-0.1304988216810683
-0.10789099044132622,-0.1304988216810683
-0.10280658938377085,-0.1304988216810683
-0.09853569249542427,-0.1304988216810683
-0.07158836689038062,-0.1304988216810683
-0.10463697376449088,-0.1304988216810683
-0.10972137482204625,-0.1304988216810683
-0.13829570876550779,-0.13829570876550779
-0.13616026032133433,-0.13829570876550779
-0.1503965832824895,-0.1503965832824895
-0.1515151515151517,-0.1515151515151517
-0.13117754728493014,-0.1515151515151517
-0.13463494000406784,-0.1515151515151517
-0.1171446003660771,-0.1515151515151517
-0.15283709579011606,-0.15283709579011606
-0.15781980882652058,-0.15781980882652058
-0.1577181208053694,-0.15781980882652058
-0.1420581655480988,-0.15781980882652058
-0.1489729509863743,-0.15781980882652058
-0.1409395973154367,-0.15781980882652058
-0.12385600976205058,-0.15781980882652058
-0.10219646125686443,-0.15781980882652058
-0.10778930242017537,-0.15781980882652058
-0.10778930242017537,-0.15781980882652058
-0.11450071181614851,-0.15781980882652058
-0.09823062843197106,-0.15781980882652058
-0.1129753914988817,-0.15781980882652058
-0.11012812690665064,-0.15781980882652058
-0.10168802115110864,-0.15781980882652058
-0.11134838316046403,-0.15781980882652058
-0.1324994915598946,-0.15781980882652058
-0.1578198088265207,-0.1578198088265207
-0.19046166361602634,-0.19046166361602634
-0.19351230425055954,-0.19351230425055954
-0.18171649379703103,-0.19351230425055954
-0.20835875533862147,-0.20835875533862147
-0.20663005897905262,-0.20835875533862147
-0.1872076469391909,-0.20835875533862147
-0.18205075726565734,-0.20835875533862147
-0.17954779033915746,-0.20835875533862147
-0.17173689619732824,-0.20835875533862147
-0.1464542651593016,-0.20835875533862147
-0.13811407160699463,-0.20835875533862147
-0.15081109366823697,-0.20835875533862147
-0.1514390371533233,-0.20835875533862147
-0.15666316894018928,-0.20835875533862147
-0.1427063542326369,-0.20835875533862147
-0.14133417774963086,-0.20835875533862147
-0.14133417774963086,-0.20835875533862147
-0.13827316867215556,-0.20835875533862147
-0.12539582013932882,-0.20835875533862147
-0.126134684399409,-0.20835875533862147
-0.136162127929069,-0.20835875533862147
-0.14364174059991575,-0.20835875533862147
-0.1347411298102693,-0.20835875533862147
-0.11851040525739331,-0.20835875533862147
-0.10164293537787528,-0.20835875533862147
-0.10909090909090913,-0.20835875533862147
-0.08455640744797377,-0.20835875533862147
-0.07907995618838992,-0.20835875533862147
-0.06998904709748077,-0.20835875533862147
-0.07875136911281477,-0.20835875533862147
-0.07754654983570619,-0.20835875533862147
-0.08817086527929863,-0.20835875533862147
-0.036648624267027086,-0.20835875533862147
-0.024921064501578494,-0.20835875533862147
-0.011163734776724943,-0.20835875533862147
-0.013870094722597703,-0.20835875533862147
-0.02044009605819097,-0.20835875533862147
-0.005121266413467107,-0.20835875533862147
-0.005894630273304724,-0.20835875533862147
-0.007510793138292282,-0.20835875533862147
-0.008739076915682986,-0.20835875533862147
-0.012950677626071938,-0.20835875533862147
0.0,-0.20835875533862147
-0.0007054229687618596,-0.20835875533862147
0.0,-0.20835875533862147
0.0,-0.20835875533862147
0.0,-0.20835875533862147
-0.0072377589891290395,-0.20835875533862147
-0.004984669701755928,-0.20835875533862147
-0.0178203103224005,-0.20835875533862147
-0.038839078323887666,-0.20835875533862147
-0.04098996562296742,-0.20835875533862147
-0.03819334757967108,-0.20835875533862147
-0.024639970268513278,-0.20835875533862147
-0.057497909504785505,-0.20835875533862147
-0.06378100901235739,-0.20835875533862147
-0.0741057326024348,-0.20835875533862147
-0.08134349159156384,-0.20835875533862147
-0.08134349159156384,-0.20835875533862147
-0.08924038511969101,-0.20835875533862147
-0.08838353743482086,-0.20835875533862147
-0.09479831604857814,-0.20835875533862147
-0.07863400026373135,-0.20835875533862147
-0.07129289982849274,-0.20663005897905262
-0.058393868464367116,-0.1872076469391909
-0.04628221064850058,-0.18205075726565734
-0.08815195697945066,-0.17954779033915746
-0.08391403464617408,-0.17173689619732824
-0.098549919425577,-0.15666316894018928
