Ticker,Category
VALE.NYSE,Metals & Mining
SBSW.NYSE,Metals & Mining
GPK.NYSE,Containers & Packaging
GNL.NYSE,Residential & Commercial REIT
SRG.NYSE,Residential & Commercial REIT
INFY.NYSE,Software & IT Services
GTN.NYSE,Media & Publishing
CVI.NYSE,Oil & Gas
AKR.NYSE,Residential & Commercial REIT
EQNR.NYSE,Oil & Gas
SBH.NYSE,Specialty Retailers
TME.NYSE,Software & IT Services
TECK.NYSE,Metals & Mining
TGNA.NYSE,Media & Publishing
TROX.NYSE,Chemicals
BRX.NYSE,Residential & Commercial REIT
TTM.NYSE,Automobiles & Auto Parts
KW.NYSE,Real Estate Operations
FSK.NYSE,Collective Investments
MTW.NYSE,"Machinery, Equipment & Components"
CADE.NYSE,Banking Services
AZUL.NYSE,Passenger Transportation Services
TPH.NYSE,Homebuilding & Construction Supplies
PSTG.NYSE,"Computers, Phones & Household Electronics"
IMAX.NYSE,Media & Publishing
FLR.NYSE,Construction & Engineering
ATI.NYSE,Aerospace & Defense
HRB.NYSE,Personal & Household Products & Services
WRE.NYSE,Residential & Commercial REIT
CNK.NYSE,Hotels & Entertainment Services
ORI.NYSE,Insurance
PLTR.NYSE,Software & IT Services
RDN.NYSE,Insurance
EPRT.NYSE,Residential & Commercial REIT
BOX.NYSE,Software & IT Services
MTDR.NYSE,Oil & Gas
PEB.NYSE,Residential & Commercial REIT
FLO.NYSE,Food & Tobacco
BSAC.NYSE,Banking Services
STWD.NYSE,Residential & Commercial REIT
LEVI.NYSE,Textiles & Apparel
CNO.NYSE,Insurance
DDD.NYSE,Electronic Equipment & Parts
HOME.NYSE,Banking Services
CLR.NYSE,Oil & Gas
TUP.NYSE,Household Goods
ELF.NYSE,Specialty Retailers
AQUA.NYSE,Professional & Commercial Services
OFC.NYSE,Residential & Commercial REIT
SKM.NYSE,Telecommunications Services
FTAI.NYSE,Banking Services
HPP.NYSE,Residential & Commercial REIT
NOMD.NYSE,Food & Tobacco
FCPT.NYSE,Residential & Commercial REIT
HTA.NYSE,Telecommunications Services
EQC.NYSE,Residential & Commercial REIT
CWEN.NYSE,Electrical Utilities & IPPs
HUN.NYSE,Chemicals
ZTO.NYSE,Freight & Logistics Services
PBA.NYSE,Oil & Gas Related Equipment and Services
GTY.NYSE,Residential & Commercial REIT
SPCE.NYSE,Aerospace & Defense
HMC.NYSE,Automobiles & Auto Parts
HSBC.NYSE,Banking Services
AXTA.NYSE,Chemicals
VIPS.NYSE,Software & IT Services
AVTR.NYSE,Healthcare Equipment & Supplies
JEF.NYSE,Investment Banking & Investment Services
AEO.NYSE,Specialty Retailers
CMC.NYSE,Metals & Mining
BXMT.NYSE,Residential & Commercial REIT
MDU.NYSE,Multiline Utilities
TRGP.NYSE,Oil & Gas Related Equipment and Services
AA.NYSE,Metals & Mining
TMHC.NYSE,Homebuilding & Construction Supplies
LRN.NYSE,Miscellaneous Educational Service Providers
VSTO.NYSE,Leisure Products
JBGS.NYSE,Residential & Commercial REIT
DEI.NYSE,Residential & Commercial REIT
AAT.NYSE,Residential & Commercial REIT
EGHT.NYSE,Communications & Networking
ASAN.NYSE,Software & IT Services
STOR.NYSE,Residential & Commercial REIT
AMH.NYSE,Residential & Commercial REIT
MMI.NYSE,Real Estate Operations
STAG.NYSE,Residential & Commercial REIT
MXL.NYSE,Semiconductors & Semiconductor Equipment
LPI.NYSE,Oil & Gas
CUZ.NYSE,Residential & Commercial REIT
UNFI.NYSE,Food & Drug Retailing
JWN.NYSE,Diversified Retail
CPE.NYSE,Oil & Gas
ANF.NYSE,Specialty Retailers
TPX.NYSE,Household Goods
JMIA.NYSE,Software & IT Services
KBR.NYSE,Software & IT Services
OMI.NYSE,Healthcare Equipment & Supplies
MAXR.NYSE,Communications & Networking
HGV.NYSE,Hotels & Entertainment Services
SAVE.NYSE,Passenger Transportation Services
PLT.NYSE,Communications & Networking
NIO.NYSE,Automobiles & Auto Parts
BTI.NYSE,Food & Tobacco
USFD.NYSE,Food & Drug Retailing
NVTA.NYSE,Biotechnology & Medical Research
OHI.NYSE,Residential & Commercial REIT
NCR.NYSE,Software & IT Services
ARMK.NYSE,Hotels & Entertainment Services
GVA.NYSE,Construction & Engineering
EPC.NYSE,Personal & Household Products & Services
CUBE.NYSE,Residential & Commercial REIT
COLD.NYSE,Residential & Commercial REIT
OLN.NYSE,Chemicals
ATGE.NYSE,Miscellaneous Educational Service Providers
YELP.NYSE,Software & IT Services
HOG.NYSE,Automobiles & Auto Parts
NSA.NYSE,Residential & Commercial REIT
MAIN.NYSE,Banking Services
RMAX.NYSE,Real Estate Operations
UGI.NYSE,Natural Gas Utilities
KMT.NYSE,"Machinery, Equipment & Components"
VVI.NYSE,Media & Publishing
JOE.NYSE,Real Estate Operations
PRG.NYSE,Personal & Household Products & Services
HIW.NYSE,Residential & Commercial REIT
SKX.NYSE,Textiles & Apparel
LTC.NYSE,Residential & Commercial REIT
BDC.NYSE,Communications & Networking
ARCH.NYSE,Coal
HLF.NYSE,Food & Tobacco
BAM.NYSE,Investment Banking & Investment Services
NNN.NYSE,Residential & Commercial REIT
LAZ.NYSE,Investment Banking & Investment Services
DEN.NYSE,Oil & Gas
AJRD.NYSE,Aerospace & Defense
ENR.NYSE,"Machinery, Equipment & Components"
RVLV.NYSE,Diversified Retail
GDOT.NYSE,Banking Services
PAGS.NYSE,Professional & Commercial Services
ESNT.NYSE,Insurance
AMRC.NYSE,Renewable Energy
TMX.NYSE,Professional & Commercial Services
SPR.NYSE,Aerospace & Defense
KBH.NYSE,Homebuilding & Construction Supplies
EPR.NYSE,Residential & Commercial REIT
NYT.NYSE,Media & Publishing
SAH.NYSE,Specialty Retailers
KNX.NYSE,Freight & Logistics Services
CPRI.NYSE,Specialty Retailers
THC.NYSE,Healthcare Providers & Services
FTCH.NYSE,Software & IT Services
CIT.NYSE,Professional & Commercial Services
ABM.NYSE,Professional & Commercial Services
NUS.NYSE,Personal & Household Products & Services
ARGO.NYSE,Insurance
REXR.NYSE,Residential & Commercial REIT
THS.NYSE,Food & Tobacco
JBL.NYSE,Electronic Equipment & Parts
HASI.NYSE,Residential & Commercial REIT
WWE.NYSE,Media & Publishing
CIEN.NYSE,Communications & Networking
HXL.NYSE,Aerospace & Defense
GEF.NYSE,Containers & Packaging
PFGC.NYSE,Food & Drug Retailing
FAF.NYSE,Insurance
DCI.NYSE,Professional & Commercial Services
UVV.NYSE,Food & Tobacco
TOL.NYSE,Homebuilding & Construction Supplies
AER.NYSE,Professional & Commercial Services
LPX.NYSE,Paper & Forest Products
TRNO.NYSE,Residential & Commercial REIT
KSS.NYSE,Diversified Retail
MDC.NYSE,Homebuilding & Construction Supplies
XEC.NYSE,Oil & Gas
NEWR.NYSE,Software & IT Services
BYD.NYSE,Hotels & Entertainment Services
BERY.NYSE,Containers & Packaging
GMED.NYSE,Healthcare Equipment & Supplies
BUD.NYSE,Beverages
SON.NYSE,Containers & Packaging
BOOT.NYSE,Specialty Retailers
ACM.NYSE,Construction & Engineering
KRC.NYSE,Residential & Commercial REIT
BIG.NYSE,Diversified Retail
ADC.NYSE,Residential & Commercial REIT
SAFE.NYSE,Residential & Commercial REIT
UHT.NYSE,Residential & Commercial REIT
ONTO.NYSE,Semiconductors & Semiconductor Equipment
ENV.NYSE,Software & IT Services
CUB.NYSE,Oil & Gas
YETI.NYSE,Leisure Products
ORA.NYSE,Electrical Utilities & IPPs
SXT.NYSE,Chemicals
GKOS.NYSE,Healthcare Equipment & Supplies
BCO.NYSE,Professional & Commercial Services
PAG.NYSE,Specialty Retailers
EHC.NYSE,Healthcare Providers & Services
DKS.NYSE,Specialty Retailers
EBS.NYSE,Pharmaceuticals
CHWY.NYSE,Specialty Retailers
WGO.NYSE,Leisure Products
CPA.NYSE,Passenger Transportation Services
PLNT.NYSE,Hotels & Entertainment Services
GIB.NYSE,Software & IT Services
AYX.NYSE,Software & IT Services
NSP.NYSE,Professional & Commercial Services
AIN.NYSE,"Machinery, Equipment & Components"
WCC.NYSE,"Machinery, Equipment & Components"
NVS.NYSE,Pharmaceuticals
CHGG.NYSE,Professional & Commercial Services
LSI.NYSE,Residential & Commercial REIT
SPB.NYSE,Household Goods
DIN.NYSE,Hotels & Entertainment Services
ASH.NYSE,Chemicals
INGR.NYSE,Food & Tobacco
LMND.NYSE,Insurance
DELL.NYSE,"Computers, Phones & Household Electronics"
CRI.NYSE,Specialty Retailers
MTH.NYSE,Homebuilding & Construction Supplies
ENS.NYSE,"Machinery, Equipment & Components"
NBR.NYSE,Oil & Gas Related Equipment and Services
ATHM.NYSE,Media & Publishing
MTZ.NYSE,Construction & Engineering
BMI.NYSE,"Machinery, Equipment & Components"
DDS.NYSE,Diversified Retail
USNA.NYSE,Food & Tobacco
HHC.NYSE,Real Estate Operations
QTWO.NYSE,Software & IT Services
ADS.NYSE,Textiles & Apparel
ARW.NYSE,Semiconductors & Semiconductor Equipment
HAE.NYSE,Healthcare Equipment & Supplies
EME.NYSE,Construction & Engineering
SHAK.NYSE,Hotels & Entertainment Services
AFG.NYSE,Insurance
IBP.NYSE,Construction & Engineering
OSK.NYSE,"Machinery, Equipment & Components"
SNX.NYSE,"Computers, Phones & Household Electronics"
DASH.NYSE,Software & IT Services
RGA.NYSE,Insurance
CNMD.NYSE,Healthcare Equipment & Supplies
THG.NYSE,Insurance
THO.NYSE,Leisure Products
PII.NYSE,Leisure Products
ZEN.NYSE,Software & IT Services
JBT.NYSE,"Machinery, Equipment & Components"
FCN.NYSE,Professional & Commercial Services
NVRO.NYSE,Healthcare Equipment & Supplies
MUSA.NYSE,Oil & Gas
AGCO.NYSE,"Machinery, Equipment & Components"
EGP.NYSE,Residential & Commercial REIT
AMG.NYSE,Investment Banking & Investment Services
RS.NYSE,Metals & Mining
GPI.NYSE,Specialty Retailers
RNR.NYSE,Insurance
AYI.NYSE,Homebuilding & Construction Supplies
VAC.NYSE,Hotels & Entertainment Services
WSM.NYSE,Specialty Retailers
JLL.NYSE,Real Estate Operations
LEA.NYSE,Automobiles & Auto Parts
MSGS.NYSE,Media & Publishing
HUBB.NYSE,"Machinery, Equipment & Components"
IIPR.NYSE,Residential & Commercial REIT
INSP.NYSE,Healthcare Equipment & Supplies
WEX.NYSE,Professional & Commercial Services
MED.NYSE,Food & Tobacco
FVRR.NYSE,Software & IT Services
VEEV.NYSE,Healthcare Equipment & Supplies
WSO.NYSE,"Machinery, Equipment & Components"
PEN.NYSE,Healthcare Equipment & Supplies
ALX.NYSE,Residential & Commercial REIT
RNG.NYSE,Software & IT Services
BURL.NYSE,Specialty Retailers
CHE.NYSE,Healthcare Providers & Services
GHC.NYSE,"School, College & University"
SHOP.NYSE,Software & IT Services
MAC.NYSE,Residential & Commercial REIT
TAL.NYSE,Miscellaneous Educational Service Providers
ONTX.NAS,Pharmaceuticals
SNDL.NAS,Pharmaceuticals
TNXP.NAS,Biotechnology & Medical Research
TXMD.NAS,Pharmaceuticals
NOVN.NAS,Pharmaceuticals
ACRX.NAS,Biotechnology & Medical Research
TTOO.NAS,Healthcare Equipment & Supplies
GERN.NAS,Biotechnology & Medical Research
XSPA.NAS,Personal & Household Products & Services
JFU.NAS,Investment Banking & Investment Services
VEON.NAS,Telecommunications Services
TRVN.NAS,Biotechnology & Medical Research
GNUS.NAS,Media & Publishing
ATHX.NAS,Biotechnology & Medical Research
CRBP.NAS,Biotechnology & Medical Research
AGRX.NAS,Biotechnology & Medical Research
MARK.NAS,Software & IT Services
TELL.NAS,Passenger Transportation Services
NBEV.NAS,Beverages
NERV.NAS,Biotechnology & Medical Research
WTRH.NAS,Software & IT Services
VSTM.NAS,Biotechnology & Medical Research
AGEN.NAS,Biotechnology & Medical Research
VBIV.NAS,Biotechnology & Medical Research
SPPI.NAS,Biotechnology & Medical Research
ABUS.NAS,Pharmaceuticals
RIGL.NAS,Biotechnology & Medical Research
IFRX.NAS,Biotechnology & Medical Research
OVID.NAS,Biotechnology & Medical Research
CRNT.NAS,Communications & Networking
WATT.NAS,"Machinery, Equipment & Components"
SELB.NAS,Biotechnology & Medical Research
GNPX.NAS,Biotechnology & Medical Research
MNKD.NAS,Biotechnology & Medical Research
ATNX.NAS,Biotechnology & Medical Research
TRVG.NAS,Software & IT Services
VRAY.NAS,Healthcare Equipment & Supplies
CDEV.NAS,Oil & Gas
OPK.NAS,Pharmaceuticals
CPRX.NAS,Pharmaceuticals
CBAY.NAS,Biotechnology & Medical Research
NYMT.NAS,Residential & Commercial REIT
ZYNE.NAS,Biotechnology & Medical Research
NCMI.NAS,Media & Publishing
IZEA.NAS,Software & IT Services
VYGR.NAS,Biotechnology & Medical Research
SOLO.NAS,Automobiles & Auto Parts
ARAY.NAS,Healthcare Equipment & Supplies
ADAP.NAS,Biotechnology & Medical Research
BGCP.NAS,Investment Banking & Investment Services
LXRX.NAS,Biotechnology & Medical Research
VXRT.NAS,Biotechnology & Medical Research
PNNT.NAS,Collective Investments
CERS.NAS,Healthcare Equipment & Supplies
VKTX.NAS,Biotechnology & Medical Research
AYRO.NAS,Automobiles & Auto Parts
WIMI.NAS,Software & IT Services
LTRPA.NAS,Software & IT Services
XNET.NAS,Software & IT Services
KNDI.NAS,Automobiles & Auto Parts
WETF.NAS,Investment Banking & Investment Services
PRQR.NAS,Biotechnology & Medical Research
VYNE.NAS,Pharmaceuticals
CLVS.NAS,Biotechnology & Medical Research
CNDT.NAS,Software & IT Services
MGI.NAS,Professional & Commercial Services
ORTX.NAS,Pharmaceuticals
PTEN.NAS,Oil & Gas Related Equipment and Services
AYTU.NAS,Pharmaceuticals
PGEN.NAS,Pharmaceuticals
PRTK.NAS,Pharmaceuticals
PLYA.NAS,Hotels & Entertainment Services
SRNE.NAS,Biotechnology & Medical Research
BNGO.NAS,Healthcare Equipment & Supplies
OCGN.NAS,Biotechnology & Medical Research
IMGN.NAS,Biotechnology & Medical Research
NNDM.NAS,Electronic Equipment & Parts
PSEC.NAS,Collective Investments
HLIT.NAS,Communications & Networking
SURF.NAS,Biotechnology & Medical Research
SFT.NAS,Specialty Retailers
GEVO.NAS,Renewable Energy
INO.NAS,Biotechnology & Medical Research
DTIL.NAS,Biotechnology & Medical Research
INSG.NAS,Communications & Networking
GOSS.NAS,Biotechnology & Medical Research
CASA.NAS,Communications & Networking
CODX.NAS,Healthcare Equipment & Supplies
EGAN.NAS,Software & IT Services
FOLD.NAS,Biotechnology & Medical Research
PBYI.NAS,Biotechnology & Medical Research
PAGP.NAS,Oil & Gas Related Equipment and Services
ADVM.NAS,Biotechnology & Medical Research
INFN.NAS,Communications & Networking
CRMD.NAS,Pharmaceuticals
DVAX.NAS,Biotechnology & Medical Research
PRVB.NAS,Biotechnology & Medical Research
GOGO.NAS,Telecommunications Services
SDC.NAS,Healthcare Equipment & Supplies
DOYU.NAS,Software & IT Services
GLAD.NAS,Collective Investments
NMRK.NAS,Real Estate Operations
LUNA.NAS,"Machinery, Equipment & Components"
BCRX.NAS,Biotechnology & Medical Research
QIWI.NAS,Professional & Commercial Services
NDLS.NAS,Hotels & Entertainment Services
OSUR.NAS,Healthcare Equipment & Supplies
GLNG.NAS,Oil & Gas Related Equipment and Services
VRA.NAS,Textiles & Apparel
UNIT.NAS,Residential & Commercial REIT
CRIS.NAS,Biotechnology & Medical Research
SGMO.NAS,Biotechnology & Medical Research
QRTEA.NAS,Diversified Retail
SVC.NAS,Residential & Commercial REIT
GPRO.NAS,"Computers, Phones & Household Electronics"
PFLT.NAS,Collective Investments
ALDX.NAS,Biotechnology & Medical Research
FOSL.NAS,Textiles & Apparel
CWCO.NAS,Water Utilities
NESR.NAS,Oil & Gas Related Equipment and Services
FCEL.NAS,Renewable Energy
NKLA.NAS,Automobiles & Auto Parts
ERIC.NAS,Communications & Networking
WKHS.NAS,Automobiles & Auto Parts
LILA.NAS,Telecommunications Services
CLNE.NAS,Oil & Gas
EOLS.NAS,Pharmaceuticals
ATRA.NAS,Biotechnology & Medical Research
ANGI.NAS,Software & IT Services
NAVI.NAS,Banking Services
CHRS.NAS,Biotechnology & Medical Research
SSSS.NAS,Collective Investments
MRNS.NAS,Pharmaceuticals
ZYXI.NAS,Healthcare Equipment & Supplies
MITK.NAS,Software & IT Services
SSRM.NAS,Metals & Mining
MOMO.NAS,Software & IT Services
SABR.NAS,Software & IT Services
MVIS.NAS,Electronic Equipment & Parts
AVXL.NAS,Biotechnology & Medical Research
VIAV.NAS,Communications & Networking
ROIC.NAS,Residential & Commercial REIT
OCUL.NAS,Pharmaceuticals
AGNC.NAS,Residential & Commercial REIT
XBIT.NAS,Biotechnology & Medical Research
SPWH.NAS,Specialty Retailers
IHRT.NAS,Media & Publishing
SWBI.NAS,Leisure Products
DENN.NAS,Hotels & Entertainment Services
AMRS.NAS,Chemicals
CAN.NAS,Passenger Transportation Services
SBRA.NAS,Residential & Commercial REIT
FLEX.NAS,Electronic Equipment & Parts
SLM.NAS,Banking Services
ARCC.NAS,Collective Investments
AXGN.NAS,Healthcare Equipment & Supplies
NKTR.NAS,Pharmaceuticals
SPTN.NAS,Food & Drug Retailing
TTCF.NAS,Food & Tobacco
MCRB.NAS,Biotechnology & Medical Research
GOOD.NAS,Passenger Transportation Services
MLCO.NAS,Hotels & Entertainment Services
ACAD.NAS,Biotechnology & Medical Research
JBLU.NAS,Passenger Transportation Services
PCVX.NAS,Biotechnology & Medical Research
CLDX.NAS,Biotechnology & Medical Research
VREX.NAS,Healthcare Equipment & Supplies
CLSK.NAS,Financial Technology (Fintech) & Infrastructure
WEN.NAS,Hotels & Entertainment Services
AVID.NAS,Software & IT Services
CONN.NAS,Specialty Retailers
NMIH.NAS,Insurance
LI.NAS,Textiles & Apparel
ICPT.NAS,Biotechnology & Medical Research
CYTK.NAS,Biotechnology & Medical Research
SNDX.NAS,Biotechnology & Medical Research
EXEL.NAS,Biotechnology & Medical Research
ILPT.NAS,Residential & Commercial REIT
RUBY.NAS,Biotechnology & Medical Research
CDXS.NAS,Biotechnology & Medical Research
ALVR.NAS,Biotechnology & Medical Research
RUTH.NAS,Hotels & Entertainment Services
CMTL.NAS,Communications & Networking
QFIN.NAS,Banking Services
LBTYK.NAS,Telecommunications Services
LBTYA.NAS,Telecommunications Services
SFM.NAS,Food & Drug Retailing
RVNC.NAS,Biotechnology & Medical Research
CARA.NAS,Biotechnology & Medical Research
BLMN.NAS,Hotels & Entertainment Services
FLWS.NAS,Specialty Retailers
ANDE.NAS,Food & Tobacco
HEAR.NAS,"Computers, Phones & Household Electronics"
NTNX.NAS,Software & IT Services
KTOS.NAS,Aerospace & Defense
OPI.NAS,Residential & Commercial REIT
BBBY.NAS,Specialty Retailers
GPRE.NAS,Renewable Energy
TSEM.NAS,Semiconductors & Semiconductor Equipment
VUZI.NAS,Electronic Equipment & Parts
BLUE.NAS,Biotechnology & Medical Research
SBGI.NAS,Media & Publishing
GIII.NAS,Textiles & Apparel
MMYT.NAS,Hotels & Entertainment Services
ITCI.NAS,Biotechnology & Medical Research
CHEF.NAS,Food & Drug Retailing
PDCO.NAS,Healthcare Equipment & Supplies
PACB.NAS,Healthcare Equipment & Supplies
QURE.NAS,Biotechnology & Medical Research
PINC.NAS,Healthcare Providers & Services
EGLE.NAS,Freight & Logistics Services
SSTI.NAS,Software & IT Services
PDCE.NAS,Oil & Gas
BLFS.NAS,Healthcare Equipment & Supplies
STOK.NAS,Biotechnology & Medical Research
GNTX.NAS,Automobiles & Auto Parts
NIU.NAS,Automobiles & Auto Parts
EVER.NAS,Software & IT Services
GO.NAS,Passenger Transportation Services
BZUN.NAS,Software & IT Services
URBN.NAS,Specialty Retailers
TCOM.NAS,Hotels & Entertainment Services
VRM.NAS,Software & IT Services
RRGB.NAS,Hotels & Entertainment Services
TIGO.NAS,Telecommunications Services
ARCT.NAS,Biotechnology & Medical Research
FWONA.NAS,Media & Publishing
SONO.NAS,"Computers, Phones & Household Electronics"
IRDM.NAS,Telecommunications Services
ONEM.NAS,Healthcare Providers & Services
CORE.NAS,Real Estate Operations
EDIT.NAS,Biotechnology & Medical Research
SANM.NAS,Semiconductors & Semiconductor Equipment
ODP.NAS,Specialty Retailers
BLNK.NAS,"Machinery, Equipment & Components"
SLGN.NAS,Containers & Packaging
HALO.NAS,Biotechnology & Medical Research
AVT.NAS,Electronic Equipment & Parts
HAIN.NAS,Food & Tobacco
NATI.NAS,Software & IT Services
PGNY.NAS,Healthcare Providers & Services
PLAY.NAS,Hotels & Entertainment Services
IONS.NAS,Biotechnology & Medical Research
CSIQ.NAS,Renewable Energy
UPWK.NAS,Professional & Commercial Services
RVMD.NAS,Biotechnology & Medical Research
BHF.NAS,Insurance
VIR.NAS,Biotechnology & Medical Research
FROG.NAS,Software & IT Services
BLDR.NAS,Homebuilding & Construction Supplies
MARA.NAS,Financial Technology (Fintech) & Infrastructure
FIZZ.NAS,Beverages
LSCC.NAS,Semiconductors & Semiconductor Equipment
MRVL.NAS,Semiconductors & Semiconductor Equipment
STLD.NAS,Metals & Mining
SFIX.NAS,Software & IT Services
ABCB.NAS,Banking Services
VCYT.NAS,Biotechnology & Medical Research
INGN.NAS,Healthcare Equipment & Supplies
TRIP.NAS,Hotels & Entertainment Services
SKYW.NAS,Passenger Transportation Services
TPIC.NAS,Renewable Energy
AXSM.NAS,Biotechnology & Medical Research
UEIC.NAS,"Computers, Phones & Household Electronics"
HTHT.NAS,Hotels & Entertainment Services
PCH.NAS,Residential & Commercial REIT
LPSN.NAS,Software & IT Services
DOMO.NAS,Software & IT Services
BBIO.NAS,Pharmaceuticals
CEVA.NAS,Semiconductors & Semiconductor Equipment
CAKE.NAS,Hotels & Entertainment Services
SEIC.NAS,Investment Banking & Investment Services
REGI.NAS,Textiles & Apparel
YNDX.NAS,Software & IT Services
PRFT.NAS,Software & IT Services
OSTK.NAS,Software & IT Services
ARWR.NAS,Biotechnology & Medical Research
STNE.NAS,Financial Technology (Fintech) & Infrastructure
SNEX.NAS,Investment Banking & Investment Services
NUVA.NAS,Healthcare Equipment & Supplies
RDFN.NAS,Real Estate Operations
BRKR.NAS,Healthcare Equipment & Supplies
HQY.NAS,Software & IT Services
SRCL.NAS,Professional & Commercial Services
IDCC.NAS,Communications & Networking
SMTC.NAS,Semiconductors & Semiconductor Equipment
PLCE.NAS,Specialty Retailers
EHTH.NAS,Insurance
SRPT.NAS,Biotechnology & Medical Research
MRCY.NAS,Aerospace & Defense
CAR.NAS,Passenger Transportation Services
IIVI.NAS,Electronic Equipment & Parts
SDGR.NAS,Software & IT Services
NTLA.NAS,Biotechnology & Medical Research
SYNH.NAS,Biotechnology & Medical Research
RPD.NAS,Software & IT Services
FATE.NAS,Biotechnology & Medical Research
SAGE.NAS,Biotechnology & Medical Research
POWI.NAS,Semiconductors & Semiconductor Equipment
CROX.NAS,Textiles & Apparel
ALRM.NAS,Software & IT Services
CRUS.NAS,Semiconductors & Semiconductor Equipment
OLLI.NAS,Diversified Retail
ACMR.NAS,Semiconductors & Semiconductor Equipment
TNDM.NAS,Healthcare Equipment & Supplies
LITE.NAS,Communications & Networking
CVAC.NAS,Biotechnology & Medical Research
PZZA.NAS,Hotels & Entertainment Services
ITRI.NAS,"Machinery, Equipment & Components"
BPMC.NAS,Biotechnology & Medical Research
RETA.NAS,Biotechnology & Medical Research
LAMR.NAS,Residential & Commercial REIT
TXRH.NAS,Hotels & Entertainment Services
NTES.NAS,Software & IT Services
AMBA.NAS,Semiconductors & Semiconductor Equipment
BILI.NAS,Software & IT Services
CDLX.NAS,Media & Publishing
NARI.NAS,Healthcare Equipment & Supplies
JACK.NAS,Hotels & Entertainment Services
RYAAY.NAS,Passenger Transportation Services
BNTX.NAS,Biotechnology & Medical Research
AVAV.NAS,Aerospace & Defense
CHKP.NAS,Software & IT Services
IRBT.NAS,Electronic Equipment & Parts
CRSP.NAS,Biotechnology & Medical Research
LECO.NAS,"Machinery, Equipment & Components"
EVBG.NAS,Software & IT Services
QDEL.NAS,Healthcare Equipment & Supplies
SWAV.NAS,Healthcare Equipment & Supplies
NVCR.NAS,Healthcare Equipment & Supplies
IRTC.NAS,Healthcare Equipment & Supplies
CYBR.NAS,Software & IT Services
SYNA.NAS,Semiconductors & Semiconductor Equipment
PDD.NAS,Software & IT Services
APPF.NAS,Software & IT Services
EEFT.NAS,Professional & Commercial Services
NXST.NAS,Media & Publishing
SLAB.NAS,Semiconductors & Semiconductor Equipment
JOUT.NAS,Leisure Products
FRPT.NAS,Food & Tobacco
JAZZ.NAS,Pharmaceuticals
CBRL.NAS,Hotels & Entertainment Services
UTHR.NAS,Biotechnology & Medical Research
MKSI.NAS,"Machinery, Equipment & Components"
NXPI.NAS,Semiconductors & Semiconductor Equipment
IDEX.NAS,Financial Technology (Fintech) & Infrastructure
CASY.NAS,Food & Drug Retailing
TEAM.NAS,Software & IT Services
BIDU.NAS,Software & IT Services
TREE.NAS,Banking Services
CHDN.NAS,Hotels & Entertainment Services
SEDG.NAS,Renewable Energy
WIX.NAS,Software & IT Services
LULU.NAS,Textiles & Apparel
CACC.NAS,Banking Services
MSTR.NAS,Software & IT Services
MELI.NAS,Software & IT Services
HOOD.NAS,Financial Technology (Fintech) & Infrastructure
PANW.NAS,Software & IT Services
MVRS.NAS,Software & IT Services
VRE.NYSE,Residential & Commercial REIT
MXL.NAS,Semiconductors & Semiconductor Equipment
DBRG.NYSE,Residential & Commercial REIT
DBRG.NYSE.a,Residential & Commercial REIT
POLY.NYSE,Communications & Networking
POLY.NYSE.a,Communications & Networking
MNTV.NAS,Software & IT Services
MNTV.NAS.a,Software & IT Services
PARA.NAS,Media & Publishing
ADTH.NAS,Software & IT Services
ADAG.NAS,Biotechnology & Medical Research
ADGI.NAS,Biotechnology & Medical Research
ADMP.NAS,Pharmaceuticals
AHCO.NAS,Healthcare Equipment & Supplies
ADPT.NAS,Biotechnology & Medical Research
ADUS.NAS,Healthcare Providers & Services
ADNT.NYSE,Automobiles & Auto Parts
ASIX.NYSE,Chemicals
WMS.NYSE,Homebuilding & Construction Supplies
ADES.NAS,Professional & Commercial Services
ADN.NAS,Renewable Energy
AGLE.NAS,Biotechnology & Medical Research
AEG.NYSE,Insurance
AEHR.NAS,Semiconductors & Semiconductor Equipment
AMTX.NAS,Renewable Energy
AENZ.NYSE,Construction & Engineering
AFMD.NAS,Biotechnology & Medical Research
AFYA.NAS,Professional & Business Education
AEM.NYSE,Metals & Mining
BIRD.NAS,Textiles & Apparel
AMR.NYSE,Metals & Mining
ATEC.NAS,Healthcare Equipment & Supplies
ALPN.NAS,Biotechnology & Medical Research
PINE.NYSE,Residential & Commercial REIT
ALTG.NYSE,"Machinery, Equipment & Components"
ASTE.NAS,"Machinery, Equipment & Components"
AZN.NAS,Pharmaceuticals
ACLS.NAS,Semiconductors & Semiconductor Equipment
AXS.NYSE,Insurance
AXON.NAS,Aerospace & Defense
APRN.NYSE,Food & Tobacco
BBW.NYSE,Specialty Retailers
CNHI.NYSE,"Machinery, Equipment & Components"
CWT.NYSE,Water Utilities
CBAN.NAS,Banking Services
CBU.NYSE,Banking Services
CNCE.NAS,Biotechnology & Medical Research
CFRX.NAS,Biotechnology & Medical Research
CTKB.NAS,Healthcare Equipment & Supplies
FHN.NYSE,Banking Services
GME.NYSE,Specialty Retailers
GMTX.NAS,Biotechnology & Medical Research
GNK.NYSE,Freight & Logistics Services
GABC.NAS,Banking Services
GSK.NYSE,Pharmaceuticals
GRAB.NAS,Software & IT Services
GRIN.NAS,Freight & Logistics Services
GRPN.NAS,Diversified Retail
GRWG.NAS,Specialty Retailers
KEN.NYSE,Electrical Utilities & IPPs
LXU.NYSE,Chemicals
MNDY.NAS,Software & IT Services
RENN.NYSE,Software & IT Services
RIVN.NAS,Automobiles & Auto Parts
RBLX.NYSE,Software & IT Services
