time,bid,ask,last,volume,time_msc,flags,volume_real,difbidask,thedate
1661972000,15.392,15.402,0.0,0,1661972000964,6,0.0,9.999999999999787,2022-09-01 01:53:20
1661972002,15.391,15.401,0.0,0,1661972002399,6,0.0,9.999999999999787,2022-09-01 01:53:22
1661972003,15.388,15.398,0.0,0,1661972003108,6,0.0,9.999999999999787,2022-09-01 01:53:23
1661972006,15.395,15.405,0.0,0,1661972006127,6,0.0,9.999999999999787,2022-09-01 01:53:26
1661972008,15.389,15.399000000000001,0.0,0,1661972008184,6,0.0,10.000000000001563,2022-09-01 01:53:28
1661972008,15.389,15.399000000000001,0.0,0,1661972008184,6,0.0,10.000000000001563,2022-09-01 01:53:28
1661972008,15.389,15.399000000000001,0.0,0,1661972008184,6,0.0,10.000000000001563,2022-09-01 01:53:28
1661972014,15.389,15.399000000000001,0.0,0,1661972014646,6,0.0,10.000000000001563,2022-09-01 01:53:34
1661972016,15.394,15.404,0.0,0,1661972016134,6,0.0,9.999999999999787,2022-09-01 01:53:36
1661972017,15.39,15.4,0.0,0,1661972017405,6,0.0,9.999999999999787,2022-09-01 01:53:37
1661972019,15.388,15.398,0.0,0,1661972019250,6,0.0,9.999999999999787,2022-09-01 01:53:39
1661972019,15.388,15.398,0.0,0,1661972019250,6,0.0,9.999999999999787,2022-09-01 01:53:39
1661972024,15.384,15.394,0.0,0,1661972024893,6,0.0,9.999999999999787,2022-09-01 01:53:44
1661972025,15.389,15.399000000000001,0.0,0,1661972025536,6,0.0,10.000000000001563,2022-09-01 01:53:45
1661972028,15.391,15.401,0.0,0,1661972028226,6,0.0,9.999999999999787,2022-09-01 01:53:48
1661972029,15.383,15.393,0.0,0,1661972029599,6,0.0,10.000000000001563,2022-09-01 01:53:49
1661972031,15.387,15.397,0.0,0,1661972031693,6,0.0,9.999999999999787,2022-09-01 01:53:51
1661972033,15.39,15.4,0.0,0,1661972033264,6,0.0,9.999999999999787,2022-09-01 01:53:53
1661972035,15.393,15.403,0.0,0,1661972035785,6,0.0,9.999999999999787,2022-09-01 01:53:55
1661972035,15.393,15.403,0.0,0,1661972035785,6,0.0,9.999999999999787,2022-09-01 01:53:55
1661972039,15.392,15.402,0.0,0,1661972039548,6,0.0,9.999999999999787,2022-09-01 01:53:59
1661972042,15.391,15.401,0.0,0,1661972042294,6,0.0,9.999999999999787,2022-09-01 01:54:02
1661972042,15.391,15.401,0.0,0,1661972042294,6,0.0,9.999999999999787,2022-09-01 01:54:02
1661972042,15.391,15.401,0.0,0,1661972042294,6,0.0,9.999999999999787,2022-09-01 01:54:02
1661972042,15.391,15.401,0.0,0,1661972042294,6,0.0,9.999999999999787,2022-09-01 01:54:02
1661972042,15.391,15.401,0.0,0,1661972042294,6,0.0,9.999999999999787,2022-09-01 01:54:02
1661972042,15.391,15.401,0.0,0,1661972042294,6,0.0,9.999999999999787,2022-09-01 01:54:02
1661972054,15.39,15.4,0.0,0,1661972054320,6,0.0,9.999999999999787,2022-09-01 01:54:14
1661972055,15.391,15.401,0.0,0,1661972055830,6,0.0,9.999999999999787,2022-09-01 01:54:15
1661972057,15.39,15.4,0.0,0,1661972057524,6,0.0,9.999999999999787,2022-09-01 01:54:17
1661972060,15.388,15.398,0.0,0,1661972060330,6,0.0,9.999999999999787,2022-09-01 01:54:20
1661972062,15.387,15.397,0.0,0,1661972062113,6,0.0,9.999999999999787,2022-09-01 01:54:22
1661972065,15.388,15.398,0.0,0,1661972065121,6,0.0,9.999999999999787,2022-09-01 01:54:25
1661972065,15.388,15.398,0.0,0,1661972065121,6,0.0,9.999999999999787,2022-09-01 01:54:25
1661972068,15.385,15.395,0.0,0,1661972068290,6,0.0,9.999999999999787,2022-09-01 01:54:28
1661972069,15.389,15.399000000000001,0.0,0,1661972069904,6,0.0,10.000000000001563,2022-09-01 01:54:29
1661972069,15.389,15.399000000000001,0.0,0,1661972069904,6,0.0,10.000000000001563,2022-09-01 01:54:29
1661972069,15.389,15.399000000000001,0.0,0,1661972069904,6,0.0,10.000000000001563,2022-09-01 01:54:29
1661972076,15.383,15.393,0.0,0,1661972076823,6,0.0,10.000000000001563,2022-09-01 01:54:36
1661972078,15.39,15.4,0.0,0,1661972078136,6,0.0,9.999999999999787,2022-09-01 01:54:38
1661972080,15.392,15.402,0.0,0,1661972080538,6,0.0,9.999999999999787,2022-09-01 01:54:40
1661972082,15.389,15.399000000000001,0.0,0,1661972082416,6,0.0,10.000000000001563,2022-09-01 01:54:42
1661972084,15.39,15.4,0.0,0,1661972084513,6,0.0,9.999999999999787,2022-09-01 01:54:44
1661972087,15.395,15.405,0.0,0,1661972087080,6,0.0,9.999999999999787,2022-09-01 01:54:47
1661972087,15.395,15.405,0.0,0,1661972087080,6,0.0,9.999999999999787,2022-09-01 01:54:47
1661972090,15.39,15.4,0.0,0,1661972090217,6,0.0,9.999999999999787,2022-09-01 01:54:50
1661972092,15.394,15.404,0.0,0,1661972092733,6,0.0,9.999999999999787,2022-09-01 01:54:52
1661972092,15.394,15.404,0.0,0,1661972092733,6,0.0,9.999999999999787,2022-09-01 01:54:52
1661972097,15.393,15.403,0.0,0,1661972097098,6,0.0,9.999999999999787,2022-09-01 01:54:57
1661972097,15.393,15.403,0.0,0,1661972097098,6,0.0,9.999999999999787,2022-09-01 01:54:57
1661972100,15.389,15.399000000000001,0.0,0,1661972100294,2,0.0,10.000000000001563,2022-09-01 01:55:00
1661972102,15.386,15.396,0.0,0,1661972102119,6,0.0,10.000000000001563,2022-09-01 01:55:02
1661972105,15.386,15.396,0.0,0,1661972105099,6,0.0,10.000000000001563,2022-09-01 01:55:05
1661972106,15.388,15.398,0.0,0,1661972106365,6,0.0,9.999999999999787,2022-09-01 01:55:06
1661972109,15.386,15.396,0.0,0,1661972109254,6,0.0,10.000000000001563,2022-09-01 01:55:09
1661972109,15.386,15.396,0.0,0,1661972109254,6,0.0,10.000000000001563,2022-09-01 01:55:09
1661972112,15.389,15.399000000000001,0.0,0,1661972112622,6,0.0,10.000000000001563,2022-09-01 01:55:12
1661972113,15.39,15.4,0.0,0,1661972113638,6,0.0,9.999999999999787,2022-09-01 01:55:13
1661972115,15.393,15.403,0.0,0,1661972115907,6,0.0,9.999999999999787,2022-09-01 01:55:15
1661972115,15.393,15.403,0.0,0,1661972115907,6,0.0,9.999999999999787,2022-09-01 01:55:15
1661972120,15.394,15.404,0.0,0,1661972120522,6,0.0,9.999999999999787,2022-09-01 01:55:20
1661972123,15.392,15.402,0.0,0,1661972123154,6,0.0,9.999999999999787,2022-09-01 01:55:23
1661972124,15.397,15.407,0.0,0,1661972124355,6,0.0,9.999999999999787,2022-09-01 01:55:24
1661972126,15.405,15.415,0.0,0,1661972126045,6,0.0,9.999999999999787,2022-09-01 01:55:26
1661972126,15.405,15.415,0.0,0,1661972126045,6,0.0,9.999999999999787,2022-09-01 01:55:26
1661972131,15.401,15.411,0.0,0,1661972131325,6,0.0,9.999999999999787,2022-09-01 01:55:31
1661972131,15.401,15.411,0.0,0,1661972131325,6,0.0,9.999999999999787,2022-09-01 01:55:31
1661972135,15.397,15.407,0.0,0,1661972135471,6,0.0,9.999999999999787,2022-09-01 01:55:35
1661972137,15.396,15.406,0.0,0,1661972137244,6,0.0,9.999999999999787,2022-09-01 01:55:37
1661972139,15.402,15.412,0.0,0,1661972139488,6,0.0,10.000000000001563,2022-09-01 01:55:39
1661972141,15.404,15.414,0.0,0,1661972141193,6,0.0,9.999999999999787,2022-09-01 01:55:41
1661972142,15.403,15.413,0.0,0,1661972142989,6,0.0,9.999999999999787,2022-09-01 01:55:42
1661972145,15.405,15.415,0.0,0,1661972145081,6,0.0,9.999999999999787,2022-09-01 01:55:45
1661972147,15.414,15.424,0.0,0,1661972147092,6,0.0,9.999999999999787,2022-09-01 01:55:47
1661972147,15.408,15.418,0.0,0,1661972147715,6,0.0,9.999999999999787,2022-09-01 01:55:47
1661972151,15.405,15.415,0.0,0,1661972151154,6,0.0,9.999999999999787,2022-09-01 01:55:51
1661972153,15.395,15.405,0.0,0,1661972153280,6,0.0,9.999999999999787,2022-09-01 01:55:53
1661972154,15.401,15.411,0.0,0,1661972154579,6,0.0,9.999999999999787,2022-09-01 01:55:54
1661972154,15.401,15.411,0.0,0,1661972154579,6,0.0,9.999999999999787,2022-09-01 01:55:54
1661972154,15.401,15.411,0.0,0,1661972154579,6,0.0,9.999999999999787,2022-09-01 01:55:54
1661972160,15.397,15.407,0.0,0,1661972160241,6,0.0,9.999999999999787,2022-09-01 01:56:00
1661972163,15.4,15.41,0.0,0,1661972163190,6,0.0,9.999999999999787,2022-09-01 01:56:03
1661972165,15.418,15.428,0.0,0,1661972165416,6,0.0,10.000000000001563,2022-09-01 01:56:05
1661972167,15.412,15.422,0.0,0,1661972167293,6,0.0,9.999999999999787,2022-09-01 01:56:07
1661972168,15.411,15.421,0.0,0,1661972168149,6,0.0,9.999999999999787,2022-09-01 01:56:08
1661972171,15.407,15.417,0.0,0,1661972171357,6,0.0,9.999999999999787,2022-09-01 01:56:11
1661972172,15.409,15.419,0.0,0,1661972172413,6,0.0,9.999999999999787,2022-09-01 01:56:12
1661972175,15.417,15.427,0.0,0,1661972175165,6,0.0,9.999999999999787,2022-09-01 01:56:15
1661972176,15.41,15.42,0.0,0,1661972176075,6,0.0,9.999999999999787,2022-09-01 01:56:16
1661972176,15.41,15.42,0.0,0,1661972176075,6,0.0,9.999999999999787,2022-09-01 01:56:16
1661972180,15.418,15.428,0.0,0,1661972180868,6,0.0,10.000000000001563,2022-09-01 01:56:20
1661972180,15.418,15.428,0.0,0,1661972180868,6,0.0,10.000000000001563,2022-09-01 01:56:20
1661972185,15.406,15.416,0.0,0,1661972185746,6,0.0,9.999999999999787,2022-09-01 01:56:25
1661972186,15.413,15.423,0.0,0,1661972186435,6,0.0,9.999999999999787,2022-09-01 01:56:26
1661972188,15.41,15.42,0.0,0,1661972188929,6,0.0,9.999999999999787,2022-09-01 01:56:28
1661972191,15.407,15.417,0.0,0,1661972191422,6,0.0,9.999999999999787,2022-09-01 01:56:31
1661972193,15.409,15.419,0.0,0,1661972193194,6,0.0,9.999999999999787,2022-09-01 01:56:33
1661972195,15.41,15.42,0.0,0,1661972195737,6,0.0,9.999999999999787,2022-09-01 01:56:35
1661972197,15.413,15.423,0.0,0,1661972197844,6,0.0,9.999999999999787,2022-09-01 01:56:37
1661972197,15.413,15.423,0.0,0,1661972197844,6,0.0,9.999999999999787,2022-09-01 01:56:37
1661972201,15.409,15.419,0.0,0,1661972201002,6,0.0,9.999999999999787,2022-09-01 01:56:41
